Step 1,Step 2,Step 3,User Name,title,Bin Category,Quarter-Year,Week Number,Week Start Date,Week End Date,Count,capstone_name
/shared/Enterprise Analytics/_portal/Supplier Mix,/shared/Enterprise Analytics/Merchandising/Product Hierarchy/Merchandising Product Hierarchy,/shared/Enterprise Analytics/_portal/Pricing Analytics,PW018606,ABC Branch Manager,Power User,2023Q4,Week 3,2023-10-15,2023-10-21,1,Philip Walter
/shared/Enterprise Analytics/_portal/Supplier Mix,/shared/Enterprise Analytics/Merchandising/Product Hierarchy/Merchandising Product Hierarchy,/shared/Enterprise Analytics/_portal/Sales and GP,AH066149,ABC Branch Manager,Power User,2023Q3,Week 10,2023-09-02,2023-09-08,1,Amber Harris
/shared/Enterprise Analytics/_portal/Supplier Mix,/shared/Enterprise Analytics/Merchandising/Product Hierarchy/Merchandising Product Hierarchy,/shared/Enterprise Analytics/_portal/Sales and GP,BW033277,ABC Branch Manager,Power User,2023Q3,Week 10,2023-09-02,2023-09-08,1,Bradley White
/shared/Enterprise Analytics/_portal/Supplier Mix,/shared/Enterprise Analytics/Merchandising/Product Hierarchy/Merchandising Product Hierarchy,/shared/Enterprise Analytics/_portal/Sales and GP,CA024562,ABC Branch Manager,Regular User,2024Q2,Week 2,2024-04-08,2024-04-14,1,Caitlyn Arnold
/shared/Enterprise Analytics/_portal/Supplier Mix,/shared/Enterprise Analytics/Merchandising/Product Hierarchy/Merchandising Product Hierarchy,/shared/Enterprise Analytics/_portal/Sales and GP,CG057266,ABC Branch Manager,Power User,2023Q3,Week 11,2023-09-09,2023-09-15,1,Christopher Grant
/shared/Enterprise Analytics/_portal/Supplier Mix,/shared/Enterprise Analytics/Merchandising/Product Hierarchy/Merchandising Product Hierarchy,/shared/Enterprise Analytics/_portal/Sales and GP,CH024029,ABC Branch Manager,Regular User,2023Q3,Week 8,2023-08-19,2023-08-25,1,Connie Herring
/shared/Enterprise Analytics/_portal/Supplier Mix,/shared/Enterprise Analytics/Merchandising/Product Hierarchy/Merchandising Product Hierarchy,/shared/Enterprise Analytics/_portal/Sales and GP,CJ007304,ABC Branch Manager,Power User,2024Q4,Week 7,2024-11-12,2024-11-18,1,Connor James
/shared/Enterprise Analytics/_portal/Supplier Mix,/shared/Enterprise Analytics/Merchandising/Product Hierarchy/Merchandising Product Hierarchy,/shared/Enterprise Analytics/_portal/Sales and GP,CL017827,ABC Branch Manager,Power User,2024Q2,Week 6,2024-05-06,2024-05-12,1,Christina Little
/shared/Enterprise Analytics/_portal/Supplier Mix,/shared/Enterprise Analytics/Merchandising/Product Hierarchy/Merchandising Product Hierarchy,/shared/Enterprise Analytics/_portal/Sales and GP,CM014049,ABC Branch Manager,Regular User,2024Q2,Week 2,2024-04-08,2024-04-14,1,Catherine Miller
/shared/Enterprise Analytics/_portal/Supplier Mix,/shared/Enterprise Analytics/Merchandising/Product Hierarchy/Merchandising Product Hierarchy,/shared/Enterprise Analytics/_portal/Sales and GP,DH030795,ABC Branch Manager,Power User,2023Q4,Week 3,2023-10-15,2023-10-21,1,Danny Hernandez
/shared/Enterprise Analytics/_portal/Supplier Mix,/shared/Enterprise Analytics/Merchandising/Product Hierarchy/Merchandising Product Hierarchy,/shared/Enterprise Analytics/_portal/Sales and GP,DP004772,ABC Branch Manager,Power User,2023Q4,Week 5,2023-10-29,2023-11-04,1,David Perry
/shared/Enterprise Analytics/_portal/Supplier Mix,/shared/Enterprise Analytics/Merchandising/Product Hierarchy/Merchandising Product Hierarchy,/shared/Enterprise Analytics/_portal/Sales and GP,DR011163,ABC Branch Manager,Power User,2024Q2,Week 2,2024-04-08,2024-04-14,1,Destiny Ruiz
/shared/Enterprise Analytics/_portal/Supplier Mix,/shared/Enterprise Analytics/Merchandising/Product Hierarchy/Merchandising Product Hierarchy,/shared/Enterprise Analytics/_portal/Sales and GP,DS003229,ABC Branch Manager,Regular User,2024Q1,Week 6,2024-02-05,2024-02-11,1,Daniel Sanchez
/shared/Enterprise Analytics/_portal/Supplier Mix,/shared/Enterprise Analytics/Merchandising/Product Hierarchy/Merchandising Product Hierarchy,/shared/Enterprise Analytics/_portal/Sales and GP,DS003229,ABC Branch Manager,Regular User,2024Q2,Week 2,2024-04-08,2024-04-14,1,Daniel Sanchez
/shared/Enterprise Analytics/_portal/Supplier Mix,/shared/Enterprise Analytics/Merchandising/Product Hierarchy/Merchandising Product Hierarchy,/shared/Enterprise Analytics/_portal/Sales and GP,JF026992,ABC Branch Manager,Power User,2023Q3,Week 10,2023-09-02,2023-09-08,1,Joshua Figueroa
/shared/Enterprise Analytics/_portal/Supplier Mix,/shared/Enterprise Analytics/Merchandising/Product Hierarchy/Merchandising Product Hierarchy,/shared/Enterprise Analytics/_portal/Sales and GP,JT019539,Business Development Manager,Power User,2023Q3,Week 7,2023-08-12,2023-08-18,1,Joshua Turner
/shared/Enterprise Analytics/_portal/Supplier Mix,/shared/Enterprise Analytics/Merchandising/Product Hierarchy/Merchandising Product Hierarchy,/shared/Enterprise Analytics/_portal/Sales and GP,LT020523,ABC Branch Manager,Regular User,2024Q2,Week 3,2024-04-15,2024-04-21,1,Luis Townsend
/shared/Enterprise Analytics/_portal/Supplier Mix,/shared/Enterprise Analytics/Merchandising/Product Hierarchy/Merchandising Product Hierarchy,/shared/Enterprise Analytics/_portal/Sales and GP,MC017179,ABC Branch Manager,Power User,2023Q4,Week 9,2023-11-26,2023-12-02,1,Mr. Casey Williams DDS
/shared/Enterprise Analytics/_portal/Supplier Mix,/shared/Enterprise Analytics/Merchandising/Product Hierarchy/Merchandising Product Hierarchy,/shared/Enterprise Analytics/_portal/Sales and GP,MC032286,ABC Branch Manager,Power User,2024Q2,Week 8,2024-05-20,2024-05-26,1,Michael Compton
/shared/Enterprise Analytics/_portal/Supplier Mix,/shared/Enterprise Analytics/Merchandising/Product Hierarchy/Merchandising Product Hierarchy,/shared/Enterprise Analytics/_portal/Sales and GP,MH032632,ABC Branch Manager,Regular User,2024Q2,Week 2,2024-04-08,2024-04-14,1,Megan Hart
/shared/Enterprise Analytics/_portal/Supplier Mix,/shared/Enterprise Analytics/Merchandising/Product Hierarchy/Merchandising Product Hierarchy,/shared/Enterprise Analytics/_portal/Sales and GP,MV024295,ABC Branch Manager,Regular User,2024Q1,Week 4,2024-01-22,2024-01-28,1,Monica Villanueva
/shared/Enterprise Analytics/_portal/Supplier Mix,/shared/Enterprise Analytics/Merchandising/Product Hierarchy/Merchandising Product Hierarchy,/shared/Enterprise Analytics/_portal/Sales and GP,RS071179,ABC Branch Manager,Power User,2024Q2,Week 2,2024-04-08,2024-04-14,1,Robert Sellers
/shared/Enterprise Analytics/_portal/Supplier Mix,/shared/Enterprise Analytics/Merchandising/Product Hierarchy/Merchandising Product Hierarchy,/shared/Enterprise Analytics/_portal/Sales and GP,SB033105,ABC Branch Manager,Power User,2023Q4,Week 10,2023-12-03,2023-12-09,1,Shawn Bradley
/shared/Enterprise Analytics/_portal/Supplier Mix,/shared/Enterprise Analytics/Merchandising/Product Hierarchy/Merchandising Product Hierarchy,/shared/Enterprise Analytics/_portal/Sales and GP,VF055204,ABC Branch Manager,Regular User,2024Q4,Week 6,2024-11-05,2024-11-11,1,Victor Fritz
/shared/Enterprise Analytics/_portal/Supplier Mix,/shared/Enterprise Analytics/Merchandising/Product Hierarchy/Merchandising Product Hierarchy,/shared/Enterprise Analytics/_portal/Sales and GP,WS058681,ABC Inven/Purch Admin,Regular User,2023Q4,Week 6,2023-11-05,2023-11-11,1,William Smith
/shared/Enterprise Analytics/Regional Analytics/Low Slope Tracker/Low Slope Initiative Tracker,/shared/Enterprise Analytics/_portal/Manufacturer and Supplier Analytics,/shared/Enterprise Analytics/_portal/Net Net Sales & GP,AM014735,ABC District Manager,Power User,2023Q3,Week 7,2023-08-12,2023-08-18,1,Ashley Mccoy
/shared/Enterprise Analytics/_portal/Supplier Mix,/shared/Enterprise Analytics/Merchandising/Product Hierarchy/Merchandising Product Hierarchy,/shared/Enterprise Analytics/_portal/Supplier Mix,AM026049,ABC District Manager,Power User,2024Q1,Week 10,2024-03-04,2024-03-10,1,Allison Miles
/shared/Enterprise Analytics/_portal/Supplier Mix,/shared/Enterprise Analytics/Merchandising/Product Hierarchy/Merchandising Product Hierarchy,/shared/Enterprise Analytics/_portal/Supplier Mix,CL017827,ABC Branch Manager,Power User,2023Q3,Week 7,2023-08-12,2023-08-18,1,Christina Little
/shared/Enterprise Analytics/_portal/Supplier Mix,/shared/Enterprise Analytics/Merchandising/Product Hierarchy/Merchandising Product Hierarchy,/shared/Enterprise Analytics/_portal/Supplier Mix,DA025461,ABC Branch Manager,Power User,2023Q4,Week 6,2023-11-05,2023-11-11,1,Denise Adams PhD
/shared/Enterprise Analytics/_portal/Supplier Mix,/shared/Enterprise Analytics/Merchandising/Product Hierarchy/Merchandising Product Hierarchy,/shared/Enterprise Analytics/_portal/Supplier Mix,JH024760,ABC Branch Manager,Regular User,2023Q3,Week 9,2023-08-26,2023-09-01,1,Jennifer Hess
/shared/Enterprise Analytics/Regional Analytics/Low Slope Tracker/Low Slope Initiative Tracker,/shared/Enterprise Analytics/_portal/Manufacturer and Supplier Analytics,/shared/Enterprise Analytics/_portal/Net Net Sales & GP,DW011315,ABC District Manager,Power User,2023Q2,Week 3,2023-04-15,2023-04-21,1,Daniel Washington
/shared/Enterprise Analytics/_portal/Supplier Mix,/shared/Enterprise Analytics/Merchandising/Product Hierarchy/Merchandising Product Hierarchy,/shared/Enterprise Analytics/_portal/Supplier Mix,JH071403,ABC Outside Sales Rep.,Regular User,2023Q4,Week 4,2023-10-22,2023-10-28,1,Joyce Harris
/shared/Enterprise Analytics/_portal/Supplier Mix,/shared/Enterprise Analytics/Merchandising/Product Hierarchy/Merchandising Product Hierarchy,/shared/Enterprise Analytics/_portal/Supplier Mix,JJ032549,ABC Branch Manager,Power User,2023Q3,Week 11,2023-09-09,2023-09-15,1,James Jensen
/shared/Enterprise Analytics/_portal/Supplier Mix,/shared/Enterprise Analytics/Merchandising/Product Hierarchy/Merchandising Product Hierarchy,/shared/Enterprise Analytics/_portal/Supplier Mix,LW011730,ABC Outside Sales Rep.,Regular User,2023Q3,Week 8,2023-08-19,2023-08-25,1,Lisa Williamson
/shared/Enterprise Analytics/_portal/Supplier Mix,/shared/Enterprise Analytics/Merchandising/Product Hierarchy/Merchandising Product Hierarchy,/shared/Enterprise Analytics/_portal/Supplier Mix,MB003230,ABC Branch Manager,Power User,2023Q4,Week 6,2023-11-05,2023-11-11,1,Michael Barnes
/shared/Enterprise Analytics/_portal/Supplier Mix,/shared/Enterprise Analytics/Merchandising/Product Hierarchy/Merchandising Product Hierarchy,/shared/Enterprise Analytics/_portal/Supplier Mix,MV024295,ABC Branch Manager,Regular User,2023Q4,Week 11,2023-12-10,2023-12-16,1,Monica Villanueva
/shared/Enterprise Analytics/_portal/Supplier Mix,/shared/Enterprise Analytics/Merchandising/Product Hierarchy/Merchandising Product Hierarchy,/shared/Enterprise Analytics/_portal/Supplier Mix,MY004524,ABC Branch Manager,Power User,2023Q3,Week 12,2023-09-16,2023-09-22,1,Melissa Young
/shared/Enterprise Analytics/_portal/Supplier Mix,/shared/Enterprise Analytics/Merchandising/Product Hierarchy/Merchandising Product Hierarchy,/shared/Enterprise Analytics/_portal/Supplier Mix,RC010264,ABC Branch Manager,Power User,2024Q2,Week 2,2024-04-08,2024-04-14,1,Rebecca Cooper
/shared/Enterprise Analytics/_portal/Supplier Mix,/shared/Enterprise Analytics/Merchandising/Product Hierarchy/Merchandising Product Hierarchy,/shared/Enterprise Analytics/_portal/Supplier Mix,SS021589,ABC Branch Manager,Power User,2023Q3,Week 11,2023-09-09,2023-09-15,1,Sherry Sanders
/shared/Enterprise Analytics/_portal/Supplier Mix,/shared/Enterprise Analytics/Merchandising/Product Hierarchy/Merchandising Product Hierarchy,/shared/Enterprise Analytics/_portal/Supplier Mix,TG021676,ABC Branch Manager,Power User,2024Q2,Week 3,2024-04-15,2024-04-21,1,Terry Garcia
/shared/Enterprise Analytics/_portal/Supplier Mix,/shared/Enterprise Analytics/Merchandising/Product Hierarchy/Merchandising Product Hierarchy,/shared/Enterprise Analytics/_portal/Supplier Mix,TJ028618,ABC Branch Manager,Power User,2024Q1,Week 7,2024-02-12,2024-02-18,1,Theresa Johnson
/shared/Enterprise Analytics/_portal/Supplier Mix,/shared/Enterprise Analytics/National Accounts/National Accounts Sales Pivots/National Accounts Sales,/shared/Merchandising Analytics/National Builder/National Builder Published Dashboards/National Builder Shingles Sold/National Builder Shingles Sold,KM033928,NDX Business Operations Manager,Power User,2022Q4,Week 7,2022-11-12,2022-11-18,1,Kyle Mckenzie
/shared/Enterprise Analytics/_portal/Supplier Mix,/shared/Enterprise Analytics/Payables/Shingles Receipts/Shingles Receipts,/shared/Enterprise Analytics/National Accounts/National Accounts Sales Pivots/National Accounts Sales,AW052042,Product Owner,Power User,2023Q2,Week 12,2023-06-17,2023-06-23,1,Andrea Weber
/shared/Enterprise Analytics/_portal/Supplier Mix,/shared/Enterprise Analytics/Regional Analytics/Low Slope Tracker/Low Slope Initiative Tracker,/shared/Enterprise Analytics/_portal/Net Net Average Recovery,AM026049,ABC District Manager,Power User,2024Q1,Week 10,2024-03-04,2024-03-10,1,Allison Miles
/shared/Enterprise Analytics/_portal/Supplier Mix,/shared/Enterprise Analytics/Regional Analytics/Low Slope Tracker/Low Slope Initiative Tracker,/shared/Enterprise Analytics/_portal/Net Net Sales & GP,NB003906,"Business Manager - Steep Slope, Low Slope, Solar",Power User,2023Q2,Week 13,2023-06-24,2023-06-30,1,Nicholas Blackburn
/shared/Enterprise Analytics/_portal/Supplier Mix,/shared/Enterprise Analytics/Regional Analytics/Low Slope Tracker/Low Slope Initiative Tracker,/shared/Enterprise Analytics/_portal/Net Net Sales & GP,SF020889,ABC District Manager,Power User,2024Q2,Week 7,2024-05-13,2024-05-19,1,Stephanie Foster
/shared/Enterprise Analytics/_portal/Supplier Mix,/shared/Enterprise Analytics/Regional Analytics/Low Slope Tracker/Low Slope Initiative Tracker,/shared/Enterprise Analytics/_portal/Sales & Mix Adjusted Net Net GP,AM026049,ABC District Manager,Power User,2023Q3,Week 1,2023-07-01,2023-07-07,1,Allison Miles
/shared/Enterprise Analytics/_portal/Supplier Mix,/shared/Enterprise Analytics/Regional Analytics/Low Slope Tracker/Low Slope Initiative Tracker,/shared/Enterprise Analytics/_portal/Sales and GP,AM014735,ABC District Manager,Power User,2024Q2,Week 11,2024-06-10,2024-06-16,1,Ashley Mccoy
/shared/Enterprise Analytics/_portal/Supplier Mix,/shared/Enterprise Analytics/Regional Analytics/Low Slope Tracker/Low Slope Initiative Tracker,/shared/Enterprise Analytics/_portal/Sales and GP,AM026049,ABC District Manager,Power User,2023Q4,Week 5,2023-10-29,2023-11-04,1,Allison Miles
/shared/Enterprise Analytics/_portal/Supplier Mix,/shared/Enterprise Analytics/Regional Analytics/Low Slope Tracker/Low Slope Initiative Tracker,/shared/Enterprise Analytics/_portal/Sales and GP,AM026049,ABC District Manager,Power User,2024Q1,Week 13,2024-03-25,2024-03-31,1,Allison Miles
/shared/Enterprise Analytics/Regional Analytics/Low Slope Tracker/Low Slope Initiative Tracker,/shared/Enterprise Analytics/_portal/Manufacturer and Supplier Analytics,/shared/Enterprise Analytics/_portal/Pricing Analytics,CG002698,ABC District Manager,Power User,2023Q4,Week 3,2023-10-15,2023-10-21,1,Curtis Greer
/shared/Enterprise Analytics/_portal/Supplier Mix,/shared/Enterprise Analytics/Regional Analytics/Low Slope Tracker/Low Slope Initiative Tracker,/shared/Enterprise Analytics/_portal/Supplier Mix,AM026049,ABC District Manager,Power User,2023Q4,Week 3,2023-10-15,2023-10-21,1,Allison Miles
/shared/Enterprise Analytics/_portal/Supplier Mix,/shared/Enterprise Analytics/Regional Analytics/Low Slope Tracker/Low Slope Initiative Tracker,/shared/Enterprise Analytics/_portal/Supplier Mix,AM026049,ABC District Manager,Power User,2023Q4,Week 5,2023-10-29,2023-11-04,1,Allison Miles
/shared/Enterprise Analytics/_portal/Supplier Mix,/shared/Enterprise Analytics/Regional Analytics/Low Slope Tracker/Low Slope Initiative Tracker,/shared/Enterprise Analytics/_portal/Supplier Mix,AM026049,ABC District Manager,Power User,2024Q1,Week 8,2024-02-19,2024-02-25,1,Allison Miles
/shared/Enterprise Analytics/_portal/Supplier Mix,/shared/Enterprise Analytics/Regional Analytics/Low Slope Tracker/Low Slope Initiative Tracker,/shared/Enterprise Analytics/_portal/Supplier Mix,MM041206,VP of Merchandising,Power User,2024Q2,Week 5,2024-04-29,2024-05-05,1,Martin Mcguire
/shared/Enterprise Analytics/_portal/Supplier Mix,/shared/Enterprise Analytics/Regional Analytics/Low Slope Tracker/Low Slope Initiative Tracker,/shared/Enterprise Analytics/_portal/Supplier Mix,TA017942,ABC District Manager,Power User,2023Q3,Week 3,2023-07-15,2023-07-21,1,Tyler Alvarez
/shared/Enterprise Analytics/_portal/Supplier Mix,/shared/Enterprise Analytics/Regional Analytics/Northeast/Shingle Sales by Branch by Brand/Shingle Sales by Branch by Brand,/shared/Enterprise Analytics/Regional Analytics/Low Slope Tracker/Low Slope Initiative Tracker,KC005395,ABC District Manager,Power User,2023Q3,Week 3,2023-07-15,2023-07-21,1,Karl Carson Jr.
/shared/Enterprise Analytics/_portal/Supplier Mix,/shared/Enterprise Analytics/Regional Analytics/Northeast/Shingle Sales by Branch by Brand/Shingle Sales by Branch by Brand,/shared/Enterprise Analytics/_portal/Manufacturer and Supplier Analytics,AM014735,ABC District Manager,Power User,2023Q3,Week 7,2023-08-12,2023-08-18,1,Ashley Mccoy
/shared/Enterprise Analytics/_portal/Supplier Mix,/shared/Enterprise Analytics/Regional Analytics/Northeast/Shingle Sales by Branch by Brand/Shingle Sales by Branch by Brand,/shared/Enterprise Analytics/_portal/Manufacturer and Supplier Analytics,CG002698,ABC District Manager,Power User,2023Q3,Week 3,2023-07-15,2023-07-21,1,Curtis Greer
/shared/Enterprise Analytics/_portal/Supplier Mix,/shared/Enterprise Analytics/Regional Analytics/Regional Reports/Regional Inventory Supply,/shared/Enterprise Analytics/_portal/Inventory Analytics,GP069024,Director Enterprise Planning & Analysis,Power User,2023Q3,Week 4,2023-07-22,2023-07-28,1,Gregory Poole
/shared/Enterprise Analytics/_portal/Supplier Mix,/shared/Enterprise Analytics/Regional Analytics/Regional Reports/Regional Inventory Supply,/shared/Enterprise Analytics/_portal/Inventory Analytics,MS021706,Vice President SW Region,Power User,2024Q2,Week 6,2024-05-06,2024-05-12,1,Melissa Singh
/shared/Enterprise Analytics/_portal/Supplier Mix,/shared/Enterprise Analytics/Regional Analytics/Regional Reports/Regional Inventory Supply,/shared/Enterprise Analytics/_portal/Net Net Sales & GP,ML020833,ABC District Manager,Power User,2024Q2,Week 7,2024-05-13,2024-05-19,1,Morgan Long
/shared/Enterprise Analytics/_portal/Supplier Mix,/shared/Enterprise Analytics/Regional Analytics/Regional Reports/Regional Inventory Supply,/shared/Enterprise Analytics/_portal/Net Net Sales & GP,SS009246,ABC District Manager,Power User,2024Q2,Week 7,2024-05-13,2024-05-19,1,Steven Spencer
/shared/Enterprise Analytics/_portal/Supplier Mix,/shared/Enterprise Analytics/Regional Analytics/Regional Reports/Regional Inventory Supply,/shared/Enterprise Analytics/_portal/Supplier Mix,LT022003,ABC District Manager,Power User,2023Q3,Week 9,2023-08-26,2023-09-01,1,Lisa Thornton
/shared/Enterprise Analytics/_portal/Supplier Mix,/shared/Enterprise Analytics/Regional Analytics/Regional Reports/Regional Inventory Supply,/shared/Enterprise Analytics/_portal/Supplier Mix,MS021706,Vice President SW Region,Power User,2023Q4,Week 5,2023-10-29,2023-11-04,1,Melissa Singh
/shared/Enterprise Analytics/_portal/Supplier Mix,/shared/Enterprise Analytics/SBU Norandex/Norandex,/shared/Enterprise Analytics/_portal/Pricing Analytics,JO077894,Enterprise Analytics Product Specialist,Power User,2023Q2,Week 12,2023-06-17,2023-06-23,1,James Owens
/shared/Enterprise Analytics/_portal/Supplier Mix,/shared/Enterprise Analytics/_portal/Average Recovery,/shared/Enterprise Analytics/_portal/Manufacturer and Supplier Analytics,AW018002,Enterprise Analytics Manager,Power User,2023Q2,Week 9,2023-05-27,2023-06-02,1,Aaron Wade
/shared/Enterprise Analytics/_portal/Supplier Mix,/shared/Enterprise Analytics/_portal/Average Recovery,/shared/Enterprise Analytics/_portal/Supplier Mix,HM020221,ABC Branch Manager,Power User,2024Q2,Week 10,2024-06-03,2024-06-09,1,Hunter Meyer
/shared/Enterprise Analytics/_portal/Supplier Mix,/shared/Enterprise Analytics/_portal/Average Sell Price,/shared/Enterprise Analytics/_portal/Inventory Analytics,CM080257,Controller,Power User,2024Q2,Week 8,2024-05-20,2024-05-26,1,Cynthia Mckenzie
/shared/Enterprise Analytics/_portal/Supplier Mix,/shared/Enterprise Analytics/_portal/Average Sell Price,/shared/Enterprise Analytics/_portal/Inventory Analytics,WW005048,ABC Branch Manager,Power User,2024Q2,Week 8,2024-05-20,2024-05-26,1,William Walters
/shared/Enterprise Analytics/_portal/Supplier Mix,/shared/Enterprise Analytics/_portal/Average Sell Price,/shared/Enterprise Analytics/_portal/Net Net Sales & GP,SS009246,ABC District Manager,Power User,2024Q2,Week 12,2024-06-17,2024-06-23,1,Steven Spencer
/shared/Enterprise Analytics/_portal/Supplier Mix,/shared/Enterprise Analytics/_portal/Average Sell Price,/shared/Enterprise Analytics/_portal/Pricing Analytics,AL030147,ABC Branch Manager,Power User,2024Q2,Week 2,2024-04-08,2024-04-14,1,Adam Lopez
/shared/Enterprise Analytics/_portal/Supplier Mix,/shared/Enterprise Analytics/_portal/Average Sell Price,/shared/Enterprise Analytics/_portal/Pricing Analytics,EP020348,ABC Branch Manager,Regular User,2024Q2,Week 10,2024-06-03,2024-06-09,1,Elizabeth Pierce
/shared/Enterprise Analytics/_portal/Supplier Mix,/shared/Enterprise Analytics/_portal/Average Sell Price,/shared/Enterprise Analytics/_portal/Pricing Analytics,MS021706,Vice President SW Region,Power User,2024Q2,Week 6,2024-05-06,2024-05-12,1,Melissa Singh
/shared/Enterprise Analytics/_portal/Supplier Mix,/shared/Enterprise Analytics/_portal/Average Sell Price,/shared/Enterprise Analytics/_portal/Pricing Analytics,RC062542,ABC Branch Manager,Power User,2024Q2,Week 5,2024-04-29,2024-05-05,1,Robert Combs
/shared/Enterprise Analytics/_portal/Supplier Mix,/shared/Enterprise Analytics/_portal/Average Sell Price,/shared/Enterprise Analytics/_portal/Pricing Analytics,WZ035631,ABC Branch Manager,Power User,2024Q2,Week 5,2024-04-29,2024-05-05,1,William Zhang
/shared/Enterprise Analytics/_portal/Supplier Mix,/shared/Enterprise Analytics/_portal/Average Sell Price,/shared/Enterprise Analytics/_portal/Sales and GP,JH060804,ABC Branch Manager,Power User,2024Q2,Week 2,2024-04-08,2024-04-14,1,James Hammond
/shared/Enterprise Analytics/_portal/Supplier Mix,/shared/Enterprise Analytics/_portal/Average Sell Price,/shared/Enterprise Analytics/_portal/Sales and GP,JH060804,ABC Branch Manager,Power User,2024Q2,Week 4,2024-04-22,2024-04-28,1,James Hammond
/shared/Enterprise Analytics/_portal/Supplier Mix,/shared/Enterprise Analytics/_portal/Average Sell Price,/shared/Enterprise Analytics/_portal/Sales and GP,ML028049,ABC Branch Manager,Power User,2024Q2,Week 7,2024-05-13,2024-05-19,1,Miss Linda Joseph
/shared/Enterprise Analytics/_portal/Supplier Mix,/shared/Enterprise Analytics/_portal/Average Sell Price,/shared/Enterprise Analytics/_portal/Sales and GP,MY004524,ABC Branch Manager,Power User,2024Q2,Week 10,2024-06-03,2024-06-09,1,Melissa Young
/shared/Enterprise Analytics/_portal/Supplier Mix,/shared/Enterprise Analytics/_portal/Average Sell Price,/shared/Enterprise Analytics/_portal/Sales and GP,TG021676,ABC Branch Manager,Power User,2024Q2,Week 1,2024-04-01,2024-04-07,1,Terry Garcia
/shared/Enterprise Analytics/_portal/Supplier Mix,/shared/Enterprise Analytics/_portal/Average Sell Price,/shared/Enterprise Analytics/_portal/Supplier Mix,LT022003,ABC District Manager,Power User,2024Q2,Week 3,2024-04-15,2024-04-21,1,Lisa Thornton
/shared/Enterprise Analytics/_portal/Supplier Mix,/shared/Enterprise Analytics/_portal/Average Sell Price,/shared/Enterprise Analytics/_portal/Supplier Mix,ND024889,ABC Branch Manager,Regular User,2024Q2,Week 8,2024-05-20,2024-05-26,1,Nicholas Daniel
/shared/Enterprise Analytics/_portal/Supplier Mix,/shared/Enterprise Analytics/_portal/Average Sell Price,/shared/Enterprise Analytics/_portal/Supplier Mix,RC027323,ABC Branch Manager,Power User,2024Q2,Week 3,2024-04-15,2024-04-21,1,Rebekah Cross
/shared/Enterprise Analytics/_portal/Supplier Mix,/shared/Enterprise Analytics/_portal/Average Sell Price,/shared/Enterprise Analytics/_portal/Supplier Mix,RC062542,ABC Branch Manager,Power User,2024Q2,Week 9,2024-05-27,2024-06-02,1,Robert Combs
/shared/Enterprise Analytics/_portal/Supplier Mix,/shared/Enterprise Analytics/_portal/Average Sell Price,/shared/Enterprise Analytics/_portal/Supplier Mix,TF021018,Vice President SE Region,Power User,2024Q2,Week 12,2024-06-17,2024-06-23,1,Tyrone Fleming
/shared/Enterprise Analytics/_portal/Supplier Mix,/shared/Enterprise Analytics/_portal/Inventory Analytics,/shared/Enterprise Analytics/Invoice Summary/Invoice Summary Dashboard,MM004584,ABC Branch Manager,Regular User,2024Q4,Week 8,2024-11-19,2024-11-25,1,Marco Mccarthy
/shared/Enterprise Analytics/_portal/Supplier Mix,/shared/Enterprise Analytics/_portal/Inventory Analytics,/shared/Enterprise Analytics/Merchandising/Product Hierarchy/Merchandising Product Hierarchy,AS035873,ABC Branch Manager,Power User,2024Q2,Week 4,2024-04-22,2024-04-28,1,Andrew Smith
/shared/Enterprise Analytics/_portal/Supplier Mix,/shared/Enterprise Analytics/_portal/Inventory Analytics,/shared/Enterprise Analytics/Merchandising/Product Hierarchy/Merchandising Product Hierarchy,CM032495,ABC Inven/Purch Admin,Regular User,2023Q4,Week 7,2023-11-12,2023-11-18,1,Casey Mendez
/shared/Enterprise Analytics/_portal/Supplier Mix,/shared/Enterprise Analytics/_portal/Inventory Analytics,/shared/Enterprise Analytics/Merchandising/Product Hierarchy/Merchandising Product Hierarchy,CW011598,ABC Branch Manager,Power User,2024Q1,Week 13,2024-03-25,2024-03-31,1,Cameron Walker
/shared/Enterprise Analytics/_portal/Supplier Mix,/shared/Enterprise Analytics/_portal/Inventory Analytics,/shared/Enterprise Analytics/Merchandising/Product Hierarchy/Merchandising Product Hierarchy,DP004772,ABC Branch Manager,Power User,2023Q3,Week 6,2023-08-05,2023-08-11,1,David Perry
/shared/Enterprise Analytics/_portal/Supplier Mix,/shared/Enterprise Analytics/_portal/Inventory Analytics,/shared/Enterprise Analytics/Merchandising/Product Hierarchy/Merchandising Product Hierarchy,HS023695,ABC Branch Manager,Power User,2024Q2,Week 5,2024-04-29,2024-05-05,1,Heidi Shea
/shared/Enterprise Analytics/_portal/Supplier Mix,/shared/Enterprise Analytics/_portal/Inventory Analytics,/shared/Enterprise Analytics/Merchandising/Product Hierarchy/Merchandising Product Hierarchy,JH021141,ABC Branch Manager,Power User,2024Q4,Week 12,2024-12-17,2024-12-23,1,John Hill
/shared/Enterprise Analytics/_portal/Supplier Mix,/shared/Enterprise Analytics/_portal/Inventory Analytics,/shared/Enterprise Analytics/Merchandising/Product Hierarchy/Merchandising Product Hierarchy,JH024760,ABC Branch Manager,Regular User,2023Q4,Week 7,2023-11-12,2023-11-18,1,Jennifer Hess
